_id,tipo_de_condicionamento,troco,motivo,data_de_inicio,data_de_fim,observacoes,data_de_registo,latitude,longitude,objectid,esriGeometryPolygon
22,Estreitamento,"No troço compreendido entre o n.º 203 e o n.º 183, numa extensão de aproximadamente 25 metros",Obras públicas,1616544000000,1616630400000,"",1616284800000,41.16683,-8.621731,13602,"[[[-40941.62980000017, 166616.06959999923], [-40915.99239999994, 166616.95450000113], [-40915.92640000024, 166615.0441000002], [-40941.56390000045, 166614.15929999846], [-40941.62980000017, 166616.06959999923]]]"
23,Estacionamento,desde a Rua da Bolsa à Rua de Ferreira Borges,Obras públicas,1584489600000,1609372800000,Das 10:00 às 16:00,1611878400000,41.14144,-8.616863,13603,"[[[-40563.09140000048, 163780.51669999925], [-40558.40000000037, 163784.40000000029], [-40550.65600000037, 163789.45749999955], [-40541.70999999994, 163795.30000000083], [-40531.963800000056, 163800.39819999953], [-40522.40050000043, 163804.95209999956], [-40514.32000000034, 163808.8000000003], [-40484.70999999995, 163820.08999999944], [-40484.62970000059, 163818.77070000037], [-40506.220800000105, 163810.93109999967], [-40527.04079999965, 163801.93480000098], [-40545.67590000018, 163791.58910000024], [-40555.314799999935, 163785.54869999917], [-40562.609699999935, 163780.0192000005], [-40583.74949999993, 163752.680199999], [-40584.500000000015, 163753.2200000002], [-40564.381900000335, 163779.06820000024], [-40563.09140000048, 163780.51669999925]]]"
24,Estacionamento,"Junto ao n.º 1567, numa extensão de aproximadamente 20 metros",Obras particulares,1612310400000,1612483200000,Das 10H00 às 16H00,1611705600000,41.16255,-8.617722,13604,"[[[-40602.419400000086, 166138.5638999992], [-40602.200899999574, 166140.3128999987], [-40587.41880000006, 166137.79390000008], [-40587.545400000155, 166136.0624000002], [-40602.419400000086, 166138.5638999992]]]"
25,Estreitamento,entre o n.º 302 e a calçada da Serrúbia,Passagem de cabo de fibra ótica,1652310000000,1652655600000,das 00h às 07h e das 21h às 24h,1658185200000,41.14683,-8.667339,13605,"[[[-44636.52940000039, 164464.7092], [-44635.89900000021, 164457.71199999913], [-44640.626899999545, 164457.20769999851], [-44649.76730000039, 164455.69480000183], [-44665.715800000326, 164451.53429999936], [-44677.18859999998, 164447.37380000003], [-44688.976599999754, 164442.07870000106], [-44722.70170000024, 164423.2935000004], [-44752.77049999963, 164406.1472999995], [-44785.865199999855, 164387.80340000082], [-44791.34949999954, 164385.53410000022], [-44801.0573000005, 164382.94950000013], [-44813.28650000044, 164381.94089999984], [-44824.82239999987, 164383.20169999968], [-44869.07469999978, 164406.9037999992], [-44901.22379999981, 164423.29350000076], [-44897.252500000475, 164432.1817999997], [-44893.218100000166, 164426.44540000017], [-44871.78529999959, 164415.3507999995], [-44832.32390000007, 164395.11580000128], [-44824.57029999975, 164391.7116999999], [-44816.249300000265, 164389.7575999997], [-44807.10890000033, 164389.12719999987], [-44799.796500000135, 164389.82059999957], [-44791.97989999969, 164392.02690000046], [-44786.054299999996, 164394.54839999918], [-44765.94539999959, 164405.83210000026], [-44765.81929999967, 164406.96680000043], [-44766.15000000047, 164407.76000000013], [-44760.660000000185, 164410.28999999908], [-44759.95679999987, 164409.6774000008], [-44758.69610000031, 164409.8664999993], [-44717.59559999971, 164433.19040000037], [-44691.498100000405, 164448.06729999927], [-44673.4693999998, 164455.88389999937], [-44656.19710000045, 164461.30509999942], [-44636.52940000039, 164464.7092]]]"
26,Estreitamento,n.145,Bombagem de betão,1592438400000,1592438400000,"",1591660800000,41.15918,-8.683035,13606,"[[[-46081.44930000049, 165796.19349999778], [-46077.63310000024, 165798.1674000007], [-46077.04090000031, 165797.1147000008], [-46080.79129999966, 165795.27239999903], [-46081.44930000049, 165796.19349999778]]]"
27,Corte total,entre a Rua Pintor Antonio Cruz e a Rua Campo Alegre,Obras públicas,1609718400000,1611878400000,"",1609200000000,41.15485,-8.651873,13607,"[[[-43397.66380000027, 165147.07550000065], [-43405.45390000002, 165144.3844000005], [-43406.453499999785, 165148.18309999947], [-43410.05229999965, 165155.3807], [-43415.65050000043, 165173.9746000003], [-43421.048700000196, 165186.7703000011], [-43422.6481999997, 165186.7703000009], [-43451.438600000016, 165171.97519999932], [-43454.63750000024, 165177.77329999846], [-43420.0489999996, 165196.16719999915], [-43420.648799999624, 165229.95589999988], [-43422.44820000047, 165237.15350000034], [-43424.047699999996, 165242.15190000084], [-43435.04399999983, 165263.94459999897], [-43444.24100000037, 165277.9399000001], [-43461.03540000036, 165312.32850000044], [-43464.234299999625, 165316.32719999913], [-43469.63250000032, 165321.72540000064], [-43497.023400000355, 165344.71770000047], [-43501.222000000074, 165351.11559999868], [-43514.2176999998, 165374.30780000007], [-43511.625799999616, 165378.1986000001], [-43514.8247999996, 165390.99430000054], [-43555.2112999996, 165465.36949999962], [-43565.207999999664, 165483.36350000123], [-43556.400000000365, 165489.59999999902], [-43532.000000000065, 165425.8000000009], [-43513.299999999836, 165393.7], [-43507.29999999982, 165376.99999999974], [-43494.099999999584, 165351.90000000008], [-43471.29999999982, 165333.9999999987], [-43456.70000000016, 165320.8000000007], [-43440.20000000017, 165285.40000000014], [-43439.20000000019, 165277.99999999994], [-43416.79999999981, 165241.69999999914], [-43415.09999999956, 165233.09999999873], [-43414.40000000034, 165208.39999999944], [-43413.00000000003, 165184.9000000001], [-43402.799999999814, 165154.90000000017], [-43397.66380000027, 165147.07550000065]]]"
28,Corte total,No troço compreendido entre a Travessa de Bonjóia e a Via de Cintura Interna,Obras públicas,1609718400000,1610064000000,"",1608336000000,41.15124,-8.581994,13608,"[[[-37692.66999999986, 164796.91999999998], [-37694.980799999976, 164800.33680000014], [-37696.6736000004, 164806.33840000117], [-37691.01999999945, 164808.2300000003], [-37683.900000000314, 164807.98000000088], [-37676.419999999955, 164810.11999999994], [-37665.570000000356, 164816.5500000005], [-37655.03000000019, 164830.26999999935], [-37622.3200000003, 164876.65000000098], [-37606.490000000216, 164897.49000000008], [-37583.41999999993, 164913.6199999987], [-37566.5700000003, 164923.25999999943], [-37556.61000000029, 164926.2500000008], [-37541.58999999991, 164927.0999999998], [-37526.18439999965, 164927.94549999954], [-37493.23000000043, 164928.30000000118], [-37487.70000000021, 164928.94999999984], [-37457.120000000046, 164935.57999999938], [-37456.080000000235, 164936.36999999962], [-37455.25999999973, 164937.44999999914], [-37448.789999999964, 164932.46000000078], [-37465.290000000154, 164930.55000000098], [-37490.46999999992, 164925.1999999986], [-37523.98000000049, 164923.44999999908], [-37533.969999999754, 164922.3699999989], [-37547.17999999963, 164920.51999999996], [-37566.490000000274, 164915.39999999997], [-37600.000000000175, 164894.2200000011], [-37605.32000000026, 164889.77999999988], [-37656.870000000155, 164815.55000000016], [-37625.830000000075, 164763.619999999], [-37631.29000000008, 164762.75999999975], [-37660.21999999971, 164812.4600000016], [-37672.63999999969, 164807.17999999915], [-37678.74999999998, 164802.83999999988], [-37686.429999999724, 164799.01000000024], [-37688.59999999965, 164798.71000000063], [-37692.66999999986, 164796.91999999998]]]"
29,Estacionamento,"No troço compreendido entre o n.º 293 e o n.º 285, numa extensão de aproximadamente 15 metros",Manutenção de elementos da via pública,1618444800000,1618531200000,Das 10:00 às 16:00 horas,1616284800000,41.15125,-8.618800,13609,"[[[-40694.28000000034, 164892.1400000006], [-40688.982200000384, 164878.36250000066], [-40691.01750000003, 164877.62969999947], [-40695.5599999996, 164889.46000000104], [-40694.28000000034, 164892.1400000006]]]"
30,Estacionamento,Lado Nascente entre o n.º 41  e o n.º 56,Obras particulares,1627426800000,1630018800000,"",1625612400000,41.16976,-8.608416,13610,"[[[-39804.281200000136, 166941.44140000068], [-39810.32969999961, 166929.34449999963], [-39811.14879999968, 166929.59649999993], [-39812.723899999575, 166926.00520000042], [-39814.839999999866, 166926.7200000004], [-39807.013199999885, 166942.06000000026], [-39804.281200000136, 166941.44140000068]]]"
31,Estreitamento,No troço compreendido entre o n.º 583 e a n.º 595,Obras públicas,1653865200000,1654038000000,"",1651618800000,41.15317,-8.627569,13611,"[[[-41430.143000000215, 165107.26640000005], [-41427.29270000009, 165108.00090000004], [-41424.6036, 165095.19539999982], [-41427.191599999576, 165094.63579999973], [-41430.143000000215, 165107.26640000005]]]"
32,Estacionamento,"Em ambos os lados, no troço compreendido entre a Rua das Classes Obreiras e a Rua de António Enes",Obras públicas,1633388400000,1646006400000,Prorrogação até 28/02/2022,1643673600000,41.16471,-8.624459,13612,"[[[-41150.910000000105, 166396.99], [-41159.29189999961, 166379.43689999936], [-41166.709999999934, 166363.99000000025], [-41167.87999999994, 166363.2500000001], [-41168.1119, 166363.56640000074], [-41167.140700000295, 166364.83009999982], [-41151.81560000037, 166397.32289999866], [-41150.910000000105, 166396.99]]]"
33,Estreitamento,"No cruzamento com a Rua de Rodrigues Lobo, lado poente",Obras públicas,1654556400000,1654815600000,"",1651618800000,41.15360,-8.627717,13613,"[[[-41444.24309999965, 165154.538799998], [-41437.685700000104, 165155.97269999993], [-41434.7342999997, 165142.90489999915], [-41441.61000000035, 165142.24000000022], [-41444.24309999965, 165154.538799998]]]"
34,Estreitamento,"No cruzamento com a Rua de Rodrigues Lobo, lado nascente",Obras públicas,1655074800000,1655247600000,"",1651618800000,41.15361,-8.627615,13614,"[[[-41436.3567000003, 165156.40989999988], [-41428.46999999978, 165158.09999999942], [-41425.79870000014, 165144.33880000052], [-41433.19900000004, 165143.14929999973], [-41436.3567000003, 165156.40989999988]]]"
35,Estacionamento,entre o nº 52 e o nº 68,Obras particulares,1588204800000,1644364800000,Prorrogação até 12/11/2021,1637884800000,41.14290,-8.611082,13615,"[[[-40051.73720000028, 163946.27009999994], [-40053.57490000033, 163947.13969999898], [-40049.46870000011, 163955.75579999917], [-40047.22350000049, 163959.77079999997], [-40047.03079999985, 163959.95900000044], [-40045.51580000037, 163958.99080000047], [-40046.9699999998, 163956.43999999968], [-40048.55999999959, 163953.22000000064], [-40051.73720000028, 163946.27009999994]]]"
36,Estreitamento,"Junto ao nº 173, numa extensão aproximadamente de 10,00 metros",Obras particulares,1649631600000,1649718000000,"",1647302400000,41.16600,-8.633439,13616,"[[[-41915.57980000048, 166527.99620000133], [-41915.47860000006, 166529.71690000017], [-41907.98840000014, 166529.10960000064], [-41908.089599999716, 166527.49010000058], [-41915.57980000048, 166527.99620000133]]]"
37,Estreitamento,entre a Rua de D. Pedro de Meneses e o n.º 31,Passagem de cabo de fibra ótica,1651618800000,1651791600000,das 00H às 07H e das 21H às 24H,1649804400000,41.14776,-8.655089,13617,"[[[-43722.84580000021, 164526.7592999986], [-43721.45909999968, 164520.26710000023], [-43730.787800000086, 164516.23299999957], [-43735.32610000016, 164512.19899999892], [-43749.445100000084, 164505.89589999948], [-43764.06840000018, 164498.3320999998], [-43765.32899999978, 164501.86190000034], [-43737.59520000039, 164519.5107000003], [-43732.46999999977, 164524.09], [-43722.84580000021, 164526.7592999986]]]"
38,Estacionamento,Entre a Rua de Marechal Saldanha e a Rua de Gondarém,Bombagem de betão,1613606400000,1613606400000,"00H00/07H00, 10H00/16H00 e 21H00/24H00",1612915200000,41.15694,-8.681460,13618,"[[[-45916.849999999686, 165563.81999999995], [-45915.91430000032, 165561.80299999917], [-45979.199099999874, 165530.4936999993], [-45980.570000000334, 165532.50000000015], [-45916.849999999686, 165563.81999999995]]]"
39,Estreitamento,entre a Rua de Afonso de Paiva e o n.º 731,Passagem de cabo de fibra ótica,1652050800000,1652223600000,das 00H às 07H e das 21H às 24H,1650409200000,41.15042,-8.657898,13619,"[[[-43868.147500000014, 164869.59490000072], [-43897.899699999936, 164846.90260000012], [-43933.703200000324, 164822.69740000006], [-43978.58359999953, 164797.98790000053], [-44006.318699999756, 164786.38959999967], [-44036.07089999967, 164774.28700000027], [-44066.32729999999, 164763.69729999962], [-44087.50679999963, 164759.15879999986], [-44090.532499999776, 164769.2443], [-44053.4682999998, 164777.81699999984], [-44010.35290000025, 164794.71020000073], [-43981.35709999978, 164808.07340000034], [-43936.22449999955, 164832.78290000005], [-43908.48940000034, 164851.44100000057], [-43874.45089999954, 164878.67180000118], [-43868.147500000014, 164869.59490000072]]]"
40,Corte total,Entre a Rua de Carlos da Maia e a Rua da Via Sacra,"",1627426800000,1630018800000,"",1627945200000,41.16973,-8.608468,13620,"[[[-39844.58939999993, 166878.020300001], [-39836.3987999996, 166883.8167000003], [-39836.77680000018, 166884.6987999996], [-39833.62660000009, 166886.96700000012], [-39822.9156999998, 166901.83610000098], [-39820.01750000013, 166912.2948999996], [-39818.75739999956, 166925.1479000005], [-39819.51350000032, 166925.399900001], [-39813.46499999994, 166944.4273000003], [-39811.32290000006, 166943.16719999883], [-39808.67669999975, 166957.15430000058], [-39808.424700000345, 166961.9426000009], [-39807.54260000029, 166976.05570000026], [-39800.36000000032, 166976.30770000024], [-39799.604000000254, 166960.30450000076], [-39798.595899999986, 166960.17850000042], [-39798.21789999955, 166956.1461999997], [-39799.22599999981, 166952.36590000105], [-39800.48610000027, 166952.49190000078], [-39804.14030000003, 166941.78109999825], [-39806.9353, 166942.14770000087], [-39814.76209999999, 166926.8077000007], [-39817.00210000012, 166916.41769999996], [-39819.66210000035, 166899.6976999995], [-39821.66210000027, 166892.11769999936], [-39824.80209999999, 166888.86769999904], [-39826.52209999965, 166887.0677000009], [-39835.13870000006, 166880.4145000001], [-39838.16289999986, 166877.89430000036], [-39838.54090000036, 166878.27229999937], [-39841.18709999968, 166876.38220000136], [-39841.43910000001, 166875.24809999956], [-39841.43910000003, 166873.73599999966], [-39844.58939999993, 166878.020300001]]]"
41,Estacionamento,"",Manutenção do arvoredo,1558915200000,1559001600000,"",1558483200000,"","",13621,"[[[-42544.85479999991, 165516.1076999997], [-42542.60869999979, 165515.19739999968], [-42548.857599999785, 165486.07679999957], [-42506.58059999998, 165477.5309999999], [-42500.55040000004, 165507.77439999924], [-42497.39979999996, 165507.53170000017], [-42505.25069999972, 165473.9346999989], [-42552.02390000034, 165483.62820000018], [-42544.85479999991, 165516.1076999997]]]"
42,Estacionamento,entre o nº 504 e o nº 522,Bombagem de betão,1615507200000,1615507200000,"",1614816000000,41.15094,-8.612964,13776,"[[[-40203.94350000008, 164829.64230000082], [-40203.12110000017, 164865.04969999954], [-40201.53359999974, 164865.06589999932], [-40202.33139999962, 164829.59349999917], [-40203.94350000008, 164829.64230000082]]]"
